id,job title,job industry,skills,education,experience
36107065,RESEARCH AND STUDY ELABORATION MANAGER PUBLIC,PUBLIC-RELATIONS,"Business development, Workflow analysis, SQL and databases, Business artifacts documentation, Data mapping, Brand management, Operations management, Business process mapping, Microsoft Office Suite, Organized, Fluent in Greek, English, Multi-tasking, Creative, Critical thinking, Report development, Project planning, Attention to detail, Team building, Filing and data archiving, Flexible, Accurate and detailed, Excellent planner and coordinator, Works well under pressure, Social media knowledge, Pleasant demeanor, Accounting familiarity, Spreadsheet management, Report analysis, Employee training and development","Bachelor of Science: Economics, University of Essex, Master of Science: Applied Economics and Finance, Athens University of Economics and Business","Research Associate, Executive Director"
10554045,WARD CLERK UNIT SECRETARY ADMISSIONS AND,PUBLIC-RELATIONS,"MS Word, MS Excel, MS Powerpoint, SOX (Sarbanes-Oxley Compliance) Training, Adult CPR/AED Certification","University of North Carolina, Bachelors of Arts: Sociology","Unit Secretary, Admissions and Dispositions Clerk, 3rd Party Liability Clerk, Patient Eligibility Clerk, Public Relations Assistant, HR/Payroll Supervisor, Accounting Apprentice, Shipping and Receiving Clerk, Scheduling Clerk, Inventory Control Clerk, Customer Service Representative, Payroll Administrator, Assistant Supervisor, Air Evacuation Clerk, Assistant Supervisor, Inpatient Records Clerk, Supervisor Medical Service Accounts Officer, Patient Affairs Clerk, Hospital Outpatient Records Clerk"
29525715,CHIEF INNOVATION AND OUTREACH OFFICER,PUBLIC-RELATIONS,"21st century teaching and learning, systems thinker, ecological literacy, human-centered design facilitator, strong written and communication skills, proficiency in social media and community outreach, ability to visually communicate ideas, concepts, notes, and programs","Principal Certification : School Leadership, Gannon University, Masters : Curriculum Design and Instruction, University of Maryland College, BA : Environmental Studies, Allegheny College","Consultant - Green and Healthy Schools Academy, Curriculum Architect and Academic Director, Science Educator and Environmental Coordinator, Educator - Center for the Highly Gifted, Account Executive, Account Coordinator, Education and Outreach Coordinator"
15917885,SENIOR ACCOUNT EXECUTIVE,PUBLIC-RELATIONS,"approach, coaching, clients, Journalism, market research, marketing, media relations, messaging, Microsoft Office, PR, recruitment, retail, sales, scheduling, strategic","University of Oregon, Journalism, B.A","Public Relations Associate, Assistant Manager"
12567516,PROGRAM MANAGER,PUBLIC-RELATIONS,"Citizen engagement, Employee relations, Media relations, Inter-governmental and legislative affairs, Social media, Event planning and logistics, Public speaking, Copywriting, Copyediting, Microsoft Word and Excel expertise, Strong communication skills, Excellent interpersonal skills, Concise writing, Database management, Problem solver, Fast learner, Self-starter, Newsletter creation, Press releases, Spreadsheets","Bachelor of Science: Public Relations, University of Texas at Austin, Bachelor of Journalism: Broadcast, University of Texas","Office of State Representative Intern District Director, Intern"
21478007,MANAGER,PUBLIC-RELATIONS,"Team Leadership, Accomplished Manager, Social E-commerce, Natural Leader, Microsoft Office, Adobe InDesign/Photoshop, Database Management, Spanish Fluency, Strategic Thinker","Mercy College, Major: Psychology, Bachelor of Science: Psychology","Intern, Ticket Office Manager, Clerical Assistant, Public Relations/Marketing Intern, Sales Associate"
24590489,BILLING SERVICES ASSOCIATE,PUBLIC-RELATIONS,"accounting, Accounts Payable, Accounts Receivable, billing, billing system, budget, contracts, customer service, customer support, documentation, email, finance, invoicing, Microsoft Office Suite, PeopleSoft, process improvement, SharePoint, time management","Temple University, Business Administration, BBA","Client Accounting Coordinator, Internet Billing Coordinator, Senior Customer Service Representative"
14667659,INSURANCE SPECIALIST,PUBLIC-RELATIONS,"Spreadsheet management, POS systems, Microsoft Office proficiency, Advanced MS Office Suite knowledge, Medical Billing, Microsoft Excel certified, Administrative support specialist, QuickBooks Expert, employee training, Invoice processing, Advanced clerical knowledge, Marsha system, Fosse system","High School Diploma 2011 Jones Senior High School, Business Administration 2017 Southern University","Front desk agent, Public relations, Billing and Coding"
19929506,SPECIAL EVENTS COORDINATOR,PUBLIC-RELATIONS,"Excellent verbal and written communication skills, Sound knowledge of marketing principles, Market project management-motivated, confident, multi-tasks, creative, energetic, Social media savvy, Public Relations Software: Gorkana, Factiva, Cision, Desktop Publishing Software: Illustrator, Photoshop, Microsoft Office Suite, Online: Google Docs, social media platforms (ie. Facebook, Twitter, Pinterest, YouTube and Instagram)",Montana State University - Business Marketing - Bachelor of Science,"Administrative Assistant, Public Relations Intern, Social Media Intern, Marketing and Public Relations Intern"
31220062,MARKETING COORDINATOR,PUBLIC-RELATIONS,"Marketing plan, Media Plan, Budgeting, Advertising & Public Relations, Strategic communications, Brand Management, Events Management, Public Relations Campaign, Public Relations Writing, Publicity, Retail promotions, Time management, Proofreading, Advertising, Newsletter Agency, Organizing, Brochures, Presentations, Budgets, PR Budget, Press releases, Competitive, Producing, Content, Profit, Contract negotiation, Project management, Database, Promotional materials, Management, Special events, Graphics, Inventory, Logistics, Marketing strategies, Research, Marketing communications, Strategic Marketing and communications, Trade shows, Media relations, Translation, Meetings, Web pages, News releases","University Of Puerto Rico, BA, Communication, Public Relations and Advertising","Events & Public Relations Coordinator, Public Relations Intern"
85973397,COMMUNICATIONS CONSULTANT,PUBLIC-RELATIONS,"Advising C-level executives, Effectively working in a large complex organization with multiple entities, Nonprofit and Public Relations agency experience, Experience in Adobe InDesign creative software and WordPress","Master of Communication Management, M.C.M., University of Southern California, Bachelor of Arts: Communication, University of Hawaii, Bachelor of Arts: Psychology, University of Hawaii","Marketing Communications Specialist, Internal Communications Specialist, Public Relations Assistant"
18133495,P DIRECTOR INFORMATION SYSTEMS PACS ADMINISTRATOR,PUBLIC-RELATIONS,"PROJECT MANAGER, ITS, PACS, RADIOLOGY, DICOM, INTEGRATION, INTEGRATOR, MCKESSON, NETWORKING, SALES, SCHEDULING, STAFF TRAINING, SECURITY, DIRECT MAIL, PUBLIC RELATIONS, DOCUMENTATION, BACKBONE, DATA CENTER, MENTORING, PHONE SYSTEM, WINDOWS 7, COST CONTROL, SYSTEMS ANALYST, PROJECT MANAGEMENT, ADOBE PHOTOSHOP, AS400, DREAMWEAVER, EMR, EXCELLENT MULTITASKER, FLASH, FRONTPAGE, HMS, INTERNET EXPLORER, KRONOS, LINUX, MS OFFICE, MS SQL SERVER, PAGEMAKER, PHOTOSHOP, POWERPOINT, PROBLEM-SOLVING, SIEMENS, SIMULTANEOUSLY, SQL, SQL SERVER, TECHNOLOGY MANAGEMENT, UNIX, WORDPERFECT","High School Diploma, Mount Desert Island High School","Information Systems PACS Administrator/IS Systems Analyst, Manager, ImageLink PACS, IT Services/Public Relations Project Manager, ICS Director Senior Hardware/Software Support Technician"
14128006,ABOUT CREATIVE COMMUNICATIONS PROFESSIONAL GOOD WITH,PUBLIC-RELATIONS,"Web design and branding, PR writing, PR and marketing software proficiency, Design software proficiency","The University of Texas at Austin, Public Relations, Bachelor of Science","Fashion PR Assistant (Freelance), Digital Marketing Intern, Beauty Public Relations Intern, Events/PR Intern - The Makeup Show, 2015, Marketing/PR Intern - Chaos Cocktails, 2014, Lifestyle PR Intern - The PR Boutique, 2013, Beauty PR Intern - Diane Terman Public Relations, 2012, Fashion PR Intern - Linda Gaunt Communications, 2012"
16620172,ACCOUNT REPRESENTATIVE,PUBLIC-RELATIONS,"Social Media Strategy, Digital Marketing, Content Development, Copywriting, Photo Editing, Microsoft Office Suite, Ads, Finance, Leadership, Marketing Strategy, Network, Recruitment, Research, Sales, Strategy, Television","Master's Degree: Communication and Media Studies, Rutgers University, Bachelor's Degree: Communication and Women's & Gender Studies, Institute for Women's Leadership","Management Trainee, Human Resource and Recruiting Intern"
25001005,COMMUNICATIONS CONSULTANT,PUBLIC-RELATIONS,"Healthcare industry experience, Internal, external, and executive communication, Communicating complex clinical issues, Developing communication programs, Marketing strategy, Change management communication, Public relations, Research and development","Master of Communication Management, M.C.M., University of Southern California, Bachelor of Arts: Communication, University of Hawaii, Bachelor of Arts: Psychology, University of Hawaii","Marketing Communications Specialist, Internal Communications Specialist, Public Relations Assistant"
19497420,FOUNDER STRATEGIC ACCOUNT DIRECTOR LINKS WWW,PUBLIC-RELATIONS,"Management and Operational Leadership, Critical Thinking and Problem Solving, Networking, Business Development, and Stakeholder Relations, Detail-Oriented and Results-Driven, Creative Thinker and Effective Writer, Strategy Development & Strategic Planning, High-impact Proposal Presentation, Key Account Management, Project Management, Research, Data Analytics, and Reports, Social Media Strategy and Content, Creative Mind with Love for Visual Design, Articulate Planning and Effective Communication","Professional Certificate: Social Media, Coursera + Facebook, Professional Certificate: Public Relations And Organizational Communication, National University Of Singapore, Professional Certificate: Project Management, New Jersey Institute Of Technology, Bachelor of Science: Computer Science, Salem University, Bachelor of Arts: Law, University Of Distance Education","Editor-At-Large, Procurement Assistant, Marketing Manager"
37375999,OWNER,PUBLIC-RELATIONS,"Event management, Email marketing, Project management, Community management, Communications, Social media","St. John's College, Bachelor of Arts","Publicist and Account Manager, Event Logistics Manager & Communications Coordinator, Communications and Events Coordinator, Communications Manager, Project Manager and Product Manager, Publicist and Author/Book Tour Coordinator, Social Media Manager"
11160414,VP MARKETING COMMUNICATIONS,PUBLIC-RELATIONS,"Business strategy, content creation and management, email marketing, social media, public relations, New customer acquisition, Brand development, Multi-media marketing, CRM management, Account management, Copywriting, Direct mail campaigns, Interactive marketing","University of Pittsburgh: Communication BA, University of Pittsburgh: Business BA","Research Advocate, Account Executive, Sr. Marketing Project Manager, Correspondent"
85766635,HUMAN RESOURCES ADMINISTRATIVE ASSISTANT EXECUTIVE ASSISTANT,PUBLIC-RELATIONS,"Excel, Microsoft Office, customer service, database skills, event coordination, HRIS, human resources, social media management, leadership skills, networking, strong organizational skills, press releases, promotion, public relations, research, manage schedules and travel arrangements, troubleshoot, website, websites, editing","Westfield State University, Communication Public Corporate Communication Political Science, Bachelor of Arts, The Washington Center: Internships and Academic Seminars, Media and Communications Program","Street Team Member, Manager, Communications Intern, Public Relations Intern"
16226743,PRESIDENT EXECUTIVE,PUBLIC-RELATIONS,"media relations, publicity, writing, event management, branding, problem-solving, marketing communications, PR campaigns, brand development, project management, team building, collateral development","Central Michigan University, Master of Science, Administration Business, Marketing, Bachelor of Applied Arts, Journalism & Public Relations, Broadcasting","Vice President, Director of Brand, Director of Public Relations & Agency Associate, Publicist & Director of Marketing, Director of Public Relations"
61319162,MARKETING AND COMMUNICATIONS DIRECTOR CORE ACCOMPLISHMENTS,PUBLIC-RELATIONS,"Marketing, Public Relations, Branding, Copywriting, Governance, Proposals, Finance, Business Development, Crisis Management, Strategic Planning, Media Strategy, Contract Management, Organizational Skills, Public Policy, Corporate Finance, MS Office, Social Media Platforms","University of Pennsylvania - Public Policy, Wharton Business School - Corporate Finance and Marketing, Smith College - Comparative Government, Northwestern University, Kellogg School of Management - Marketing/Leadership Executive Program","Associate Director of Corporate Relations, New York Director for Management and Planning, Governance Manager"
38056161,PUBLIC INFORMATION MANAGER SR HIGHLIGHTS MICROSOFT,PUBLIC-RELATIONS,"Microsoft Office Suite, Word, Excel, PowerPoint, Access, Mac and PC, written and verbal skills, project management skills, team player, research skills, media relations, public relations, press releases, communications planning, crisis communication, event planning","Masters of Public Administration, Troy University, Bachelor of Arts, English, University of Georgia","Sr, Senior Manager, Assistant Public Relations Manager Special Projects Writer, Senior Public Relations and Information Specialist"
65237556,MARKETING COORDINATOR PROFESSIONAL,PUBLIC-RELATIONS,"Tactical Planning, Marketing and sales, Retail Marketing, Advanced computer proficiency, Customer Relationship Management (CRM), Excellent communication, Goal-oriented, Business negotiation, Bilingual in English - Spanish, Financial reporting, Team leadership, Creative, Microsoft Office proficiency, Tableau Marketing Software, Basic Photoshop, Public speaking, Voice-over talent","Centro de Estudios Superiores Royal, Marketing and Advertising, BBA, Instituto Anglo Español de Nuevo Laredo, High School Diploma","Marketing Campaign Manager, Public Relations Coordinator, Public Relations Advisor, Logistics Coordinator, Auditor, Front Desk, Owner"
75329822,PUBLIC RELATIONS SOCIAL MEDIA MANAGEMENT,PUBLIC-RELATIONS,"Public Relations, Social Media Management, Event Planning, Media Relations, Project Management, Bilingual: English/Spanish, Brand Awareness Programs, Influencer Marketing, Content Development","Berkeley College, Marketing, B.A.","Public Relations and Social Media Manager, Public Relations/Social Media Manager, Public Relations Assistant Manager"
11624880,COMMUNICATIONS COORDINATOR,PUBLIC-RELATIONS,"Adobe Photoshop, Illustrator, InDesign, Experience with Cvent Crowdcompass' mobile application software, Microsoft Office, Constant Contact, Mailchimp","Elon University, Strategic Communications, Bachelor of Arts","Communications and Editorial Assistant, Communications Intern, Server and Host, Public Relations Volunteer"
31211074,CITY CARRIER ASSISTANT,PUBLIC-RELATIONS,"Microsoft Office Suite (Word, PowerPoint, Outlook, Excel), SPSS (Research Data), Public Relations, Crisis Management, Relationship Building, Project Management, Customer Service, Quality Consciousness, Attention to Details, Active Directory, Information Systems, Networking, POS, Psychology, Statistics","Morgan State University, Bachelor of Science, Psychology","Event Ambassador, Stock Clerk, Sales Assistant/ Cashier, Cashier/Host"
21669215,MARKETING COORDINATOR,PUBLIC-RELATIONS,"advertisements, approach, content, Customer Service, databases, direct mail, direction, editing, email, graphic, managing, marketing strategies, marketing, marketing collateral, materials, newsletter, online marketing, press releases, production manager, Research, sales, script, stories, video, website, articles","Mississippi State University, Communication-Public Relations Marketing, BA","Customer Support Specialist, Public Relations and Marketing Intern"
19558834,ASSOCIATE DIRECTOR INTERESTS WORLD ENDEAVORS INTERNATIONAL,PUBLIC-RELATIONS,"advertisements, advertising sales, brochures, client, database, direct marketing, logistics, Director, mailing, market research, marketing, materials, online marketing, press releases, public relations, researching, sales, sales development, strategy, supervisor","University of Rhode Island, Public Relations English, Bachelor of Arts, Queensland University of Technology","Marketing Assistant, Public Relations Intern, Event Coordinator Intern"
53701275,HUMAN RESOURCES SUPERVISOR,PUBLIC-RELATIONS,"Strategic planning, Learning & development, Policies & procedures, Performance reviews, Recruitment/selection process, Employee welfare, Talent management, Organization leadership, Risk management, Microsoft Office: Word, Excel, and PowerPoint, Data Track Time and Attendance Software, Electronic Data Interchange (EDI) Software, Electronic Data Interchange, EDI, press releases, publicity, spreadsheet, training programs","Master of Business Administration: Human Resource Management, University of the Southwest, Master of Arts: Conflict Transformation and Peacebuilding, Eastern Mennonite University, Master of Science: International Relations, University of Khartoum, Post-Graduate Diploma: International Relations, University of Khartoum, Bachelor of Arts: English Language, University of Khartoum","Assistant Manager, Field Researcher, Public Relations Officer"
22455205,MANAGER,PUBLIC-RELATIONS,"Critical thinking, Customer service-oriented, Strategic sales knowledge, Articulate and well-spoken, Training development aptitude, Accurate and detailed, Quick learner, Excellent planner and coordinator, Microsoft Applications, Banking, Budgets, Data Analysis, Economics, Finance, Financial, Hiring, Insurance, Inventory, Investment Management, Marketing, Access, Excel, Money, Office, PowerPoint, Window, Word, Payroll, Reception, Recording, Reporting, Research, Sales, Statistics, Telephone, Phone, Trade Shows, Employee development",University of California - Economics - Bachelor of Arts,"Public Relations Manager, Sales Associate"
20966771,ADMINISTRATIVE ASSISTANT,PUBLIC-RELATIONS,"Advanced MS Office Suite knowledge, Excel spreadsheets, Adobe Creative Suites Software (InDesign, Illustrator, Photoshop), Adobe Acrobat XI Pro, Meeting planning, Report writing, Schedule management, Deadline-oriented, Report analysis, Employee training and development, Problem resolution, Meticulous attention to detail, Administrative support, Letters and Memos, Filing, Prioritization, Report, Event Planning, Scheduling, Telephone Skills, Time Management, Client Relations, Customer Service, Multilingual, Networking Events, Inventory, Internet Research, Microsoft Office Suite, Microsoft Excel, Microsoft Word, PowerPoint Presentations, Document translation, Spreadsheet, Adobe Acrobat Pro, Photoshop, InDesign, Illustrator, Graphic Design, Marketing Materials, Media relations, Newsletter, Press Releases, Web content development, Proposal Writing, Strategic Research, Social Media Maintenance","Full Sail University Public Relations Master, Mercer University Spanish, Philosophy, Media studies Bachelor of Arts, Georgia Perimeter College Philosophy Associate of Arts","Public Relations Specialist, Marketing Assistant, Administrative Assistant"
19072267,EXECUTIVE DIRECTOR EXECUTIVE,PUBLIC-RELATIONS,"Leadership/communication skills, Strategic planning, Project management, Budgeting expertise, Self-motivated, Marketing, Public relations, Print, broadcast, Web, and social media communication, Internal Communications, Marketing Research, Public Relations, Event Planning, Community Outreach, Program Management, Project Management, Personnel Management, Recruitment, Adobe Indesign, Content Management Systems, Database Management, Excel, Human Resources, Mentoring, Microsoft Word, Networking, Photoshop, Planning, Powerpoint","B.A., English (with an emphasis in writing) and Spanish, minor in mass communications, Morningside College, M.A., Leadership, Bellevue University","Public Relations Staff Writer, Co-Owner/Manager"
21321598,APPLECARE CPU ADVISOR,PUBLIC-RELATIONS,"Advertising, Budget Maintenance, Data Entry, Graphic Design, Marketing, Office management, Research, Phone Support","B.S : Business, University of Phoenix, B.A : Communication Media, Oakwood University","Acquisitions & Public Relations Coordinator, Hostess"
11842274,BARTENDER,PUBLIC-RELATIONS,"Customer Service, Beverage preparation, Hospitality service expertise, POS operation, Creative mixology, Public Relations, Marketing, Publicity, Multimedia, Event organizing, Inventory management, Communication","High School Diploma: 1993, Susan B. Dorsey High, Cosmetology, 1993, Career Academy Inc","Public Relations & Marketing Consultant, Waitress/ Cashier"
21549195,SENIOR ACCOUNT MANAGER,PUBLIC-RELATIONS,"Project management, Exceptional writer, Organized and efficient, InDesign experience, Customer service-focused, Sound judgment, Experience with advertising, Budgeting, Negotiating contracts, Video creation, Editing, Fundraising, Media relations, Content creation, Research, Grant proposals, Marketing collateral, Press releases, Publications, Website content, Communications strategy, Raiser's Edge","Florida Institute of Technology, Business Communication, Bachelor Degree","Development Senior Associate, Development Manager, Senior Account Executive, Public Relations and Membership, Executive Assistant, Public Relations Coordinator, Recruiter/Cultural Coordinator"
36671891,SENIOR FOOD DEFENSE ANALYST,PUBLIC-RELATIONS,"Self starter, Effective strategic planning, Strong leadership skills, Excellent relationship building skills, Resourceful and persistent","Graduate Certificate, Washington Representatives Program, George Washington University, Bachelor of Arts, Radio/Television/Film Production, University of Maryland","Public Affairs Specialist, Government Relations Associate, Public Affairs Specialist, Assistant Publicist, Administrative Assistant"
51415089,OWNER CONSULTANT,PUBLIC-RELATIONS,"Public Relations, Marketing, Branding, Event Planning, Media Relations, Press Releases, Publicity, Strategic Partnerships, Writing, Communications","University of Missouri, Bachelor of Arts, Communications Public relations and writing","Associate Executive Director, Manager, Account Executive, Writer"
28531493,MANAGER INDUSTRY ANALYST RELATIONS,PUBLIC-RELATIONS,"Proficient in Microsoft Office Suite, Experienced with media databases (Vocus, Cision, MyMediaInfo), Familiar with social media and influencer management tools (Hootsuite, Buffer, SocialBro, TrendKite, BuzzSumo)","San Jose State University, Bachelor of Science, Public Relations","Industry Analyst Relations, Account Director, Account Manager, Partner, Senior Public Relations Specialist, Marketing Associate, Director of Special Events, Account Executive"
16103783,OFFICE ADMINISTRATOR PROFESSIONAL,PUBLIC-RELATIONS,"administrative, client, customer satisfaction, customer service, database, Delivery, e-mail, equipment maintenance, graphs, inspecting, manufacturing process, marketing, mail, office, Office Administration, Office Skills, organizing, payroll, personnel, Pick, presentation development, presenting, presentations, quality, express, reception, Maintain documentation, Research, safety, shipping, spreadsheet, Supervision, phone, Answer phones, transportation, Web design","Bachelor of Science : Technology Management, EASTERN MICHIGAN UNIVERSITY, Administrative and Information Management, HENRY FORD COMMUNITY COLLEGE","Student, Public Relations Intern, Production Team Member"
11635137,MARKETING COMMUNICATIONS EXECUTIVE EXECUTIVE,PUBLIC-RELATIONS,"Persuasive Leader, Skilled Negotiator, Brand Champion, Revenue Generator, Communications, Branding, Strategic Planning, Operations, Social Media Marketing, Digital Production, Budgeting, Project Planning & Execution, Business Development Support, Customer Service, Leadership, Sales","UC SANTA BARBARA, English Literature, Bachelor of Arts","Vice President, Marketing & Public Relations"
13129275,INTERNAL AUDIT ASSISTANT,PUBLIC-RELATIONS,"Adobe Photoshop, Illustrator, Microsoft Office Suite, SCALA, Teamsite, Teammate, WordPress, AP style guidelines, social media platforms, Twitter, Facebook, writing and editing, media relations, strategic planning, SharePoint, community relations, crisis management, database management, editing, monitoring and analyzing news, project planning, proofreading, event planning, website maintenance, written and verbal communication","Bennett College, Bachelor of Arts","PUBLIC RELATIONS COORDINATOR, PUBLICATIONS SPECIALIST, PRODUCTION ASSISTANT"
20470943,ADMINISTRATIVE ASSISTANT,PUBLIC-RELATIONS,"Microsoft Office proficiency, Proper phone etiquette, Articulate and well-spoken, Time management, Excel spreadsheets, Meticulous attention to detail, Professional and mature, Strong problem solver, Invoice processing, Works well under pressure, Human resource laws knowledge, Social media knowledge, Understands grammar, Appointment setting, Database management, Customer service-oriented, Labor relations, Payroll, Mail management, Meeting planning, Travel administration, Brand development, Multi-media marketing, Trade shows, Google analytics, Knowledge of market trends, Direct mail campaigns, Special events planning, Adobe Illustrator, Adobe InDesign, Skilled negotiator, Floor set design, POS systems knowledge, Retail buying, Friendly and outgoing, Employee scheduling, Superb sales professional, Administrative support specialist, Self-starter, Executive presentation development, Business correspondence, Organized, High-end fashion knowledge, Strong communication skills, Familiar with HR functions/duties, Proven abilities in account management, Strong analytical skills, Superior communication skills, Proficient in MS Office, Fluent in English & Spanish","LIM College, Bachelors of Business Administration, Fashion Merchandising","Assistant Director, Technical Design Intern, Public Relations Intern"
23015611,VICE PRESIDENT,PUBLIC-RELATIONS,"Account Management, AI, branding, broadcast, brochures, budget, content, client management, email marketing, media relations, messaging, press releases, telecommunications, video scripting, website content",California State University - Bachelor of Arts in Journalism,"Public Relations Manager, Vice President"
34712719,WRITER,PUBLIC-RELATIONS,"Microsoft Office, Excel, PowerPoint proficient, Strong verbal communication, Quick learner, Issue resolution, Attention to detail, Energetic and organized, APA and MLA formatting, Fact checking, Self-motivated, Independent worker, Adobe Illustrator, Photo, Advertisements, Advertising, Analytical skills, Approach, Broadcast, Brochures, Clientele, Clients, Customer satisfaction, Fashion, Film, Government, Graphic design, Graphic, Inspection, Inventory, Inventory control, Journalism, Logo, Marketing, Materials, Multi-media, Newspaper, Packaging, Photography, Photographer, Problem solving, Project planning, Quality, Recruiting, Sales, Verbal communication, Video, Website designer","HIgh school diploma, Northwood High School, TV Writing and Production Documentary Filmmaking, Chapman University","Production and marketing intern, Public relations officer"
14910300,TAX COLLECTOR OFFICER,PUBLIC-RELATIONS,"Corporate Presentation, Publicity, Customer Service, Media, Event Planning, Editing, Social Media Marketing, Media Strategy, Business Planning, Strong management skills, Market Analysis, Marketing Communications, Leadership, Advertising, Writing, Power Point, Project Management, Microsoft Word, Marketing Strategies, Excel, Business Development, Retailing, Persuasive Communication, Staffing, Corporate Communications, Ethics, Operating System, Photoshop, Facebook, Twitter, Instagram, Fluent in English and Spanish, Articulate public speaker, Media relations, Strategic media placement, Interactive marketing, Channel strategy, Brand development, New customer acquisition, Stakeholder relations, Photoshop, Advertising, Balance, budget, Business Development, Business Planning, conferences, Corporate Communications, Customer Service, direction, Editing, editor, email, Event Planning, financial control, Leadership, Mac, Director, management skills, Market Analysis, Marketing Strategies, Marketing, Marketing Communications, Excel, Office, Outlook, PowerPoint, Operating System, Organizing, Persuasive, policies, Press, Project Management, Publicity, quality control, report writing, Speeches, Staffing, Strategy, taxes, Vista","Business Administration (Marketing), Pontifical Catholic University, Puerto Rico, BBA: Radio Communication, Pontifical Catholic University, Puerto Rico","Director of the Renace Homeless Shelter, Public Relations Officer, Communication Officer, Journalist"
21386255,DEVELOPMENT MANAGER,PUBLIC-RELATIONS,"Fundraising, Audit, Best Practices, Budget, Documentation, Proposals, Marketing, Public Relations, Adobe InDesign, Advertising, Contracts, Event Planning, Excel, Microsoft Word, Outlook, Powerpoint, Publisher, Training","Bachelor of Science, Public Relations, Eastern Michigan University, Indiana University Lilly Family School of Philanthropy","Marketing Manager, Public Relations & Marketing Intern"
88651471,BUDGET ANALYST RESEARCH ADMINISTRATOR CORE QUALIFICATIONS,PUBLIC-RELATIONS,"Microsoft Office 2010 and 2013, Excel, PowerPoint, Word, Access, Outlook, SharePoint 2010 and 2013, Business Intelligence Systems, Federal Acquisition Regulations (FAR), Cost Accounting Standards (CAS), Communication skills, Analytical skills, Problem solving skills, Teamwork, Flexibility, Cost schedules and estimates, Schedule management, BOE development, Historical data analysis, Resource forecasting, FAR Compliant Project Estimates, Answering RFIs, Estimate documentation, Document control processes, Oracle Database administration, Infomaker 10.5, Contract negotiation, Research budget management, SOP development, Project tracking, Database creation, Curriculum development, Financial software, Marketing, Public relations","MBA, University of Phoenix, BS, Business Management, University of Phoenix","Consultant, Public Relations and Marketing Manager"
22861181,GENERAL MANAGER,PUBLIC-RELATIONS,"accounting, accounts payable, Accounts Receivable, Administrative Assistant, administrative support, Photoshop, Basic, Billing, conferences, content, directing, Drafting, Editing, ENGLISH, special events, Filing, General Manager, HINDI, inventory, LANGUAGES, letters, notes, Director, managing, marketing, Meetings, Excel, office, Outlook Express, PowerPoint, Microsoft Word, works, Internet research, organizing, payroll, phone systems, presentations, progress, Recruitment, reporting, researching, Teaching, phone, Travel arrangements","Bachelors degree: Law, MASTERS IN ENGLISH LITERATURE FROM GAUHATI UNIVERSITY","AN ADMINISTRATIVE ASSISTANT & PUBLIC RELATIONS OFFICER, CENTER-MANAGER"
45462344,RETAIL SALES CONSULTANT,PUBLIC-RELATIONS,"Writer, Editor, Public Relations and Media Relations, Photography and graphic arts, Event coordination, Journalist, Researcher, Analyst, Business strategist, Singer, songwriter, musician","Bachelor of Arts : Communications, University of Puerto Rico, High School Diploma : General Studies, Ramón Power y Giralt","Communications, Public Relations & CSR Manager, Communications, Public Relations & Development Manager, Media Relations Manager, Business News Reporter, Business reporter / Supplements writer, Editor/Writer"
24677466,SOCIAL MEDIA COMMUNICATIONS MANAGER,PUBLIC-RELATIONS,"Web and print content development, Social media content development, Brand management, Project management, Adobe Creative Suite, Dreamweaver, FrontPage, Microsoft Office, Microsoft Outlook, Oracle Procurement, Joomla Content Management System, Kentico Content Management System","Master of Business Administration, Business, 2014, University of Maryland University College, Bachelor of Science, Journalism & Mass Communication (Public Relations), 2007, North Carolina Agricultural & Technical State University","Community Outreach & Involvement Manager (Technical Community Manager), Marketing Coordinator, Youth Department Assistant, Program Coordinator Intern, Public Relations Intern"
23602130,MARKETING AND SPECIAL EVENTS COORDINATOR,PUBLIC-RELATIONS,"Microsoft Office Suite, Tech savvy, Desktop Publishing Software","LIM College, Fashion Marketing and Special Events, BBA","Special Events and Public Relations Intern, Bronx and Central Park Zoo Special Events Intern, Public Relations Intern, Assistant Manager"
13915715,ASSISTANT COMPANY SECRETARY,PUBLIC-RELATIONS,"Interpersonal Skills, Managing, Access, Excel, Microsoft Office, Power Point, Publisher, MS Words, Public Relations, Publication, SPSS, Supervisor, Symphony","MAICSA, PROFESSIONAL LEVEL, Malaysia Institute of Chartered Secretary, BACHELOR IN CORPORATE ADMINISTRATION, Universiti Teknologi MARA, DIPLOMA IN PUBLIC ADMINISTRATION, Universiti Teknologi MARA","Executive Secretarial, Assistant Company Secretary, Practical Student"
13727873,MARKET ANALYST PROMOTED TO ASSISTANT DIRECTOR,PUBLIC-RELATIONS,"administrative, brand strategy, budget, data visualization, event planning, facilities management, HR, market analysis, marketing strategies, Microsoft Office, recruiting, research","University of Portland, Psychology Sociology and French Studies, Bachelor of Arts and Sciences",NO_PRIOR_HISTORY
93828034,WEB DEVELOPMENT COORDINATOR HIGHLIGHTS ADOBE PHOTOSHOP,PUBLIC-RELATIONS,"Adobe Photoshop, Acrobat, Dreamweaver, CMS, MS Office, Quark Xpress, Agile, copywriting, UX, SEO, web analytics, digital marketing","Master of Arts degree, Communicating Arts mass communications, University of Wisconsin-Superior, Bachelor of Science, Mass Communications broadcast and international studies, Bemidji State University","Web Marketing Specialist, Marketing Specialist, Special Events & Promotions Coordinator, Associate Creative Director, Sales Consultant"
