antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High', 'ProductRelated_Bin_Medium'})","frozenset({'ExitRates_Bin_High', 'Revenue_Label_Revenue_No'})",0.12331011880376895,0.4584186808684965,0.09004506349856616,0.7302325581395348,1.5929380468441505,1.0,0.033517401498804805,2.0075859243667797,0.42458479671409005,0.183136143976004,0.50188931499138,0.46332896897146536
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Duration_Bin_Medium', 'ProductRelated_Bin_Medium', 'Revenue_Label_Revenue_No'})",frozenset({'BounceRates_Bin_High'}),0.06816878328553871,0.4997132322818517,0.054240065546907,0.7956730769230769,1.5922593710192086,1.0,0.020175222510569385,2.4484622984794076,0.3991727372536268,0.10559897910352525,0.5915803969613745,0.45210773046022673
"frozenset({'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Medium', 'BounceRates_Bin_Low'})",frozenset({'ExitRates_Bin_Low'}),0.1377304383449406,0.5034821794346579,0.11036460467021712,0.8013087447947651,1.591533479287243,1.0,0.04101978339781566,2.498941486138744,0.4310428992225358,0.20790245408242014,0.5998305660429222,0.5102556742688228
"frozenset({'ProductRelated_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_High'}),0.2619418271200328,0.49651782056534205,0.20696435886931586,0.7901157335001564,1.5913139484107937,1.0,0.07690557375277357,2.3988562260098387,0.5034677541841931,0.37527856187787845,0.5831346667810267,0.6034737083342366
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Bin_Medium'})",frozenset({'BounceRates_Bin_High'}),0.13592789840229413,0.4997132322818517,0.10807046292503072,0.7950572634116938,1.5910270372093331,1.0,0.040145493457141176,2.441105140130612,0.4299122354616125,0.20484547289951857,0.5903494759154475,0.5056611124403936
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Short'})",frozenset({'ExitRates_Bin_High'}),0.21843506759524786,0.49651782056534205,0.17255223269151987,0.7899474868717179,1.5909750952589632,1.0,0.06409532899408422,2.3969348042371394,0.47527036257511146,0.31812688821752266,0.5828005007761297,0.5687361196734827
"frozenset({'ProductRelated_Bin_Low', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_High'}),0.26382630069643587,0.49651782056534205,0.20827529700942238,0.7894409937888199,1.5899550048172522,1.0,0.07728083717981146,2.39116905277227,0.5040269493652987,0.3772632828732563,0.5817945206171761,0.6044564704917698
"frozenset({'ProductRelated_Duration_Bin_Medium', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})","frozenset({'ExitRates_Bin_Low', 'Revenue_Label_Revenue_No'})",0.1377304383449406,0.38525194592380174,0.0842277755018435,0.611540749553837,1.5873787427274735,1.0,0.03116685611651694,1.5825290641685898,0.42913566471004944,0.19197012138188607,0.3681000730780461,0.4150855598045663
"frozenset({'ProductRelated_Duration_Bin_Long', 'ExitRates_Bin_High', 'Weekend_Label_Weekday'})","frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High'})",0.08775092175337976,0.3970503891847603,0.055305202785743544,0.6302521008403361,1.5873353055625883,1.0,0.020463665152242662,1.6307046292503071,0.4056056523561464,0.1287676459366654,0.3867681601788697,0.38477111851756796
"frozenset({'ExitRates_Bin_High', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Medium', 'ProductRelated_Bin_Medium'})",frozenset({'BounceRates_Bin_High'}),0.06489143793527243,0.4997132322818517,0.051454321999180666,0.792929292929293,1.5867686539108086,1.0,0.019027211801128513,2.416019024590083,0.39544970787028544,0.10027143541433818,0.5860959744844451,0.447948496276091
"frozenset({'ProductRelated_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",frozenset({'ExitRates_Bin_High'}),0.2693158541581319,0.49651782056534205,0.21204424416222858,0.7873440827502282,1.5857317706215404,1.0,0.0783241232119394,2.3675907350525334,0.5055211955189876,0.3828968782364255,0.5776297038188014,0.6072033945104276
"frozenset({'ExitRates_Bin_Low', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})","frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_Low'})",0.2880786562884064,0.37927079065956576,0.17296190086030316,0.6003981797497157,1.5830330057993691,1.0,0.06370208111765398,1.5533693238725743,0.5173341618654708,0.349850845210474,0.35623809184863775,0.5282181004602975
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Bin_Medium', 'ProductRelated_Duration_Bin_Medium'})",frozenset({'BounceRates_Bin_High'}),0.0760344121261778,0.4997132322818517,0.06013928717738632,0.790948275862069,1.5828043461053536,1.0,0.022143885329163587,2.3931243321775337,0.39851048370981995,0.1166375337676784,0.5821362114144368,0.45564793691447436
"frozenset({'ProductRelated_Duration_Bin_Medium', 'BounceRates_Bin_Low'})","frozenset({'ExitRates_Bin_Low', 'Revenue_Label_Revenue_No'})",0.18418680868496518,0.38525194592380174,0.11224907824662024,0.6094306049822065,1.5819014321156593,1.0,0.041290751787242425,1.5739790723955511,0.4508990117358658,0.24551971326164873,0.3646675374927136,0.45039799070888287
"frozenset({'Revenue_Label_Revenue_No', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium', 'BounceRates_Bin_Low'})",frozenset({'ExitRates_Bin_Low'}),0.09545268332650553,0.5034821794346579,0.07595247849242114,0.7957081545064377,1.5804097682263747,1.0,0.0278937534583059,2.430433869574048,0.4060071838406579,0.14522951590161365,0.5885508293318602,0.47328125381953295
"frozenset({'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium', 'BounceRates_Bin_Low', 'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_Low'}),0.08857025809094633,0.5034821794346579,0.07046292503072511,0.7955596669750231,1.580114847100107,1.0,0.02586937845400531,2.428668615525497,0.4028117499979095,0.13509267986176565,0.5882517715231282,0.4677554233980079
"frozenset({'ProductRelated_Duration_Bin_Long', 'ExitRates_Bin_High'})","frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High'})",0.11274068004916019,0.3970503891847603,0.07070872593199508,0.6271802325581395,1.5795985840635767,1.0,0.025944995041521486,1.6172683518163151,0.41355189013835325,0.16103750699757416,0.38167342551597944,0.40263262556507884
"frozenset({'BounceRates_Bin_High', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium', 'Revenue_Label_Revenue_No'})","frozenset({'ExitRates_Bin_High', 'PageValues_Bin_Low'})",0.10421958213846784,0.4384268742318722,0.07210159770585825,0.6918238993710691,1.5779687332879646,1.0,0.026408932075137934,1.822247489737394,0.4088880204219085,0.15323001915375237,0.4512271216550771,0.4281395706909541
"frozenset({'ProductRelated_Bin_Low', 'ProductRelated_Duration_Bin_Short'})","frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday'})",0.2794756247439574,0.39131503482179436,0.17255223269151987,0.6174142480211082,1.5777933201628194,1.0,0.06318921886299546,1.5909765641554479,0.5082457153187196,0.3463246176615688,0.37145522911530837,0.5291845109452274
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_Low'})","frozenset({'ExitRates_Bin_Low', 'Revenue_Label_Revenue_No'})",0.37927079065956576,0.38525194592380174,0.2303973781237198,0.6074746165478505,1.5768242651991737,1.0,0.08428256799006323,1.56613579654305,0.5893293150038829,0.4313545022242675,0.36148576502285956,0.602759001170565
"frozenset({'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Short'})","frozenset({'ExitRates_Bin_High', 'Revenue_Label_Revenue_No'})",0.2609586235149529,0.4584186808684965,0.18861122490782467,0.7227629513343798,1.5766437571110108,1.0,0.06898291695484134,1.953495471612501,0.4948861107953943,0.3553565915405989,0.48809709849260297,0.5671008679817565
"frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium', 'BounceRates_Bin_Low'})",frozenset({'ExitRates_Bin_Low'}),0.09176566980745596,0.5034821794346579,0.07283900040966818,0.7937500000000001,1.576520545158666,1.0,0.026636620977729064,2.4073591300137807,0.40264029919128863,0.1394291091593476,0.5846070544554457,0.4692102318958503
"frozenset({'Weekend_Label_Weekday', 'Revenue_Label_Revenue_Yes', 'PageValues_Bin_High'})",frozenset({'ExitRates_Bin_Low'}),0.09340434248258911,0.5034821794346579,0.07382220401474805,0.7903508771929824,1.5697693175167373,1.0,0.026794782092952885,2.3683276796840573,0.40035899259395974,0.14113408521303258,0.5777611313762954,0.4684870740724879
"frozenset({'ProductRelated_Duration_Bin_Long', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})","frozenset({'ExitRates_Bin_Low', 'Revenue_Label_Revenue_No'})",0.10380991396968456,0.38525194592380174,0.06267922982384269,0.6037884767166536,1.5672561374578384,1.0,0.022686258460839263,1.551565307797895,0.40386767006430774,0.1470023059185242,0.3554895852761238,0.383242600757306
"frozenset({'ProductRelated_Bin_Low', 'ProductRelated_Duration_Bin_Short'})",frozenset({'ExitRates_Bin_High'}),0.2794756247439574,0.49651782056534205,0.21745186399016797,0.7780709469363823,1.567055430257186,1.0,0.07868723589116086,2.2686627662504875,0.5022182350472226,0.3893208156080388,0.5592117017670539,0.6080123711579601
"frozenset({'ProductRelated_Duration_Bin_Long', 'ProductRelated_Bin_High', 'PageValues_Bin_High'})",frozenset({'ExitRates_Bin_Low'}),0.11462515362556329,0.5034821794346579,0.09029086439983613,0.7877055039313796,1.5645151628124474,1.0,0.03257914223440505,2.3388162658953324,0.4075385120788915,0.17106488668115494,0.5724332797825888,0.48351914740913976
"frozenset({'ProductRelated_Duration_Bin_Long', 'ProductRelated_Bin_High', 'Weekend_Label_Weekday', 'PageValues_Bin_High'})",frozenset({'ExitRates_Bin_Low'}),0.08545678000819336,0.5034821794346579,0.06726751331421549,0.7871524448705658,1.5634166948161523,1.0,0.024241547468222192,2.3327391299533877,0.39404945568540917,0.12894612847494896,0.5713194042318904,0.46037850071030323
"frozenset({'Revenue_Label_Revenue_No', 'ProductRelated_Duration_Bin_Medium', 'BounceRates_Bin_Low'})",frozenset({'ExitRates_Bin_Low'}),0.14264645637034,0.5034821794346579,0.11224907824662024,0.7869040781160254,1.562923396811406,1.0,0.04042912950465061,2.330020284647604,0.42009901169668973,0.21025168815224066,0.5708191870307079,0.5049247811247336
"frozenset({'ProductRelated_Bin_High', 'PageValues_Bin_High'})",frozenset({'ExitRates_Bin_Low'}),0.13437115936091765,0.5034821794346579,0.10569438754608768,0.7865853658536587,1.5622903808370878,1.0,0.03804090337789112,2.3265406449347474,0.4157834300032652,0.19861431870669746,0.5701772921194561,0.49825606779257386
"frozenset({'BounceRates_Bin_High', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_High'}),0.2975829578041786,0.49651782056534205,0.23064317902498976,0.7750550660792952,1.560981366583795,1.0,0.08288793737867087,2.2382463594940982,0.5116296174594163,0.40933546604624116,0.5532216568751501,0.6197882591122549
"frozenset({'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Medium', 'BounceRates_Bin_Low'})",frozenset({'ExitRates_Bin_Low'}),0.13723883654240066,0.5034821794346579,0.1077427283900041,0.7850746268656716,1.559289799982998,1.0,0.03864541986455944,2.310187081797078,0.41573776174536625,0.202152190622598,0.5671346239101522,0.49953487242388545
"frozenset({'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium', 'PageValues_Bin_Low', 'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_High'}),0.09315854158131913,0.49651782056534205,0.07210159770585825,0.773966578715919,1.5587891242950151,1.0,0.025846721672855885,2.227467852207027,0.39530218155534386,0.13930663289536172,0.5510597385236438,0.4595905500840321
"frozenset({'ProductRelated_Duration_Bin_Medium', 'PageValues_Bin_Low', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_Low'}),0.13281442031954116,0.5034821794346579,0.10421958213846784,0.7847008019740901,1.5585473210893035,1.0,0.037349888335634546,2.306175894373695,0.4132643405020989,0.1958731136433631,0.5663817307085428,0.4958491804825699
"frozenset({'ProductRelated_Bin_High', 'Weekend_Label_Weekday', 'PageValues_Bin_High'})",frozenset({'ExitRates_Bin_Low'}),0.1002867677181483,0.5034821794346579,0.07857435477263416,0.7834967320261438,1.5561558363513566,1.0,0.028081754393443563,2.2933502353659576,0.3972274985544754,0.149609984399376,0.5639567020427533,0.46977928545977654
"frozenset({'BounceRates_Bin_High', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium'})",frozenset({'ExitRates_Bin_High'}),0.09586235149528882,0.49651782056534205,0.07406800491601803,0.7726495726495727,1.5561366393049563,1.0,0.02647063907730847,2.214564473453195,0.39527488963114155,0.1429023079355043,0.5484439437246598,0.4609122450706609
"frozenset({'BounceRates_Bin_High', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Medium'})","frozenset({'ExitRates_Bin_High', 'Revenue_Label_Revenue_No'})",0.09315854158131913,0.4584186808684965,0.0662843097091356,0.7115215479331574,1.5521216251160297,1.0,0.023578693965794303,1.8773718288186567,0.39226326701371406,0.13658618943103154,0.4673404678553987,0.4280574674428968
frozenset({'ProductRelated_Duration_Bin_Short'}),"frozenset({'ExitRates_Bin_High', 'Revenue_Label_Revenue_No'})",0.3333060221220811,0.4584186808684965,0.23654240065546908,0.7096853490658801,1.5481161189185106,1.0,0.08374869366873874,1.8654977190744766,0.5310586769633757,0.4260625737898465,0.46395002804070595,0.6128408872228417
"frozenset({'ExitRates_Bin_High', 'ProductRelated_Duration_Bin_Medium'})","frozenset({'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})",0.1369930356411307,0.4407210159770586,0.09340434248258911,0.6818181818181819,1.5470516655681186,1.0,0.033028632633048595,1.7577339497863875,0.4097408145827399,0.19286076805954996,0.43108568841062256,0.44687674288901286
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekday'})","frozenset({'ExitRates_Bin_High', 'Revenue_Label_Revenue_No'})",0.2777550184350676,0.4584186808684965,0.19696845555100367,0.7091445427728612,1.5469363975947759,1.0,0.06964036639539506,1.8620290789612537,0.4895305894977458,0.3652940282631818,0.46295145908362645,0.5694069452023376
"frozenset({'ExitRates_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium', 'ProductRelated_Duration_Bin_Medium'})",frozenset({'BounceRates_Bin_Low'}),0.08570258090946334,0.5002867677181483,0.0662843097091356,0.7734225621414913,1.5459584623217986,1.0,0.023408442520837104,2.205485404923277,0.38625515376071534,0.12754217247359292,0.5465850747560094,0.4529575961706474
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High', 'Weekend_Label_Weekday'})",frozenset({'ExitRates_Bin_High'}),0.30880786562884066,0.49651782056534205,0.237034002458009,0.7675776067922525,1.5459215661550234,1.0,0.08370539404254204,2.166237824531079,0.5109095350740337,0.41709919261822376,0.5383701693896569,0.6224851730330899
"frozenset({'ProductRelated_Duration_Bin_Medium', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low'})",frozenset({'ExitRates_Bin_Low'}),0.10356411306841458,0.5034821794346579,0.08054076198279393,0.7776898734177216,1.5446224418329197,1.0,0.028398076623891225,2.2334467088775534,0.3933271799180345,0.15297230003112355,0.552261535488992,0.4688286633158583
"frozenset({'ProductRelated_Duration_Bin_Medium', 'Weekend_Label_Weekday', 'BounceRates_Bin_Low', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_Low'}),0.10831626382630069,0.5034821794346579,0.0842277755018435,0.7776096822995462,1.5444631688309132,1.0,0.029692466922358232,2.232641356419668,0.3953485087762265,0.15965211989439354,0.5521000284597296,0.4724500811823199
"frozenset({'ExitRates_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium'})",frozenset({'BounceRates_Bin_Low'}),0.12986480950430151,0.5002867677181483,0.1002867677181483,0.7722397476340694,1.5435941893013132,1.0,0.03531712193090823,2.194031781625305,0.40472025282178165,0.18926859440235042,0.5442180881904931,0.4863491564898156
"frozenset({'BounceRates_Bin_High', 'ProductRelated_Bin_Medium', 'Revenue_Label_Revenue_No'})","frozenset({'ExitRates_Bin_High', 'PageValues_Bin_Low'})",0.1331421548545678,0.4384268742318722,0.09004506349856616,0.6763076923076923,1.5425780946767678,1.0,0.03167196471718211,1.734897964587847,0.4057581131497787,0.18700017015484088,0.42359722565150043,0.4408449319322053
"frozenset({'Weekend_Label_Weekday', 'BounceRates_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Medium', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_Low'}),0.10045063498566162,0.5034821794346579,0.07800081933633757,0.7765089722675367,1.542276974210787,1.0,0.02742571470816136,2.2216454307047786,0.390871304346495,0.14830970556161394,0.5498831693936115,0.46571583682538753
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})","frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday'})",0.38230233510856204,0.39131503482179436,0.23064317902498976,0.603300471495928,1.5417257652026384,1.0,0.0810425274495295,1.5343727971483023,0.56884821780501,0.4247774256828128,0.34826790343354447,0.5963529158149656
"frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_High'}),0.24457189676362145,0.49651782056534205,0.18721835313396148,0.7654941373534339,1.5417254036961485,1.0,0.06578404798135633,2.1469918651606488,0.4651350171115025,0.33801775147929,0.5342320498614581,0.5712784218120305
"frozenset({'BounceRates_Bin_High', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})","frozenset({'ExitRates_Bin_High', 'PageValues_Bin_Low'})",0.3413355182302335,0.4384268742318722,0.23064317902498976,0.6757081132981277,1.5412105256594373,1.0,0.08099251470299226,1.7316903345299932,0.5331384721507518,0.42002387347060577,0.42252954811841975,0.6008890033879912
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High', 'ProductRelated_Bin_Medium', 'Revenue_Label_Revenue_No'})","frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday'})",0.11962310528471938,0.39131503482179436,0.07210159770585825,0.6027397260273972,1.5402927881416213,1.0,0.025291278095877112,1.5322069813106554,0.39843478996573456,0.16430171769977592,0.3473466625608269,0.39349716619627817
"frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Medium'})","frozenset({'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})",0.10700532568619418,0.4407210159770586,0.0725931995083982,0.678407350689127,1.5393124586653273,1.0,0.025433703657022654,1.7390913169856224,0.39234199836504147,0.1527849629246422,0.4249870663874591,0.42156099083071336
"frozenset({'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium', 'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'Revenue_Label_Revenue_No'})",frozenset({'BounceRates_Bin_Low'}),0.09151986890618599,0.5002867677181483,0.07046292503072511,0.7699194270367055,1.5389562081531265,1.0,0.02467674563366066,2.17190537143513,0.38548881673881674,0.13515637278013518,0.5395747838962109,0.45538224872962035
"frozenset({'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_High'}),0.24686603850880787,0.49651782056534205,0.18861122490782467,0.7640225688682377,1.5387616259136703,1.0,0.06603783749583159,2.1336031035676863,0.46489307364315596,0.33997932358588095,0.531309268191512,0.5719452778334588
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium'})",frozenset({'BounceRates_Bin_Low'}),0.09463334698893897,0.5002867677181483,0.07283900040966818,0.7696969696969698,1.5385115485017222,1.0,0.025495189126221937,2.169807455960673,0.3866070474222396,0.13951663527934716,0.5391296138959691,0.4576457334564115
"frozenset({'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Short'})",frozenset({'ExitRates_Bin_High'}),0.2507988529291274,0.49651782056534205,0.19139696845555101,0.7631492976151585,1.537002834553302,1.0,0.06687086859889292,2.125736484482053,0.4663408672802887,0.34428887251289614,0.5295748051087077,0.5743139227349721
"frozenset({'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})","frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday'})",0.311347808275297,0.39131503482179436,0.18721835313396148,0.6013157894736841,1.536653938552411,1.0,0.06538327469702428,1.5267345661235516,0.5071288451049637,0.36321729454776663,0.34500729714986067,0.5398748126597901
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_High'}),0.38230233510856204,0.49651782056534205,0.29160180253994267,0.7627518216888128,1.5362023075432278,1.0,0.1017818803147984,2.1221751122331667,0.5650726738893506,0.4965815543463096,0.5287853512956812,0.6750227755308751
"frozenset({'ProductRelated_Bin_Low', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_High'}),0.25833674723473987,0.49651782056534205,0.19696845555100367,0.7624484617824293,1.535591332682269,1.0,0.06869965684207097,2.119465035724267,0.47027417112295516,0.35306212365986184,0.5281828276736451,0.579574065874713
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High', 'ProductRelated_Bin_Medium'})","frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday'})",0.12331011880376895,0.39131503482179436,0.07406800491601803,0.6006644518272426,1.534989454470581,1.0,0.025814901482441588,1.5242443803547414,0.39755189810602937,0.16812348893435006,0.34393722365749035,0.3949720919102712
"frozenset({'ProductRelated_Bin_Low', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_High'}),0.2552232691519869,0.49651782056534205,0.19442851290454732,0.7617977528089888,1.5342807876293247,1.0,0.0677056115476411,2.113675187249272,0.46756135790570214,0.3488679800058807,0.5268904105831909,0.5766909556124151
"frozenset({'ExitRates_Bin_Low', 'ProductRelated_Duration_Bin_Medium', 'ProductRelated_Bin_Medium'})",frozenset({'BounceRates_Bin_Low'}),0.11773863170831626,0.5002867677181483,0.09037279803359279,0.767571329157968,1.5342627042864396,1.0,0.03146971854068176,2.1499638167335955,0.3946915847499525,0.17127329192546584,0.5348758931583866,0.4741066603208772
"frozenset({'ProductRelated_Duration_Bin_Short', 'Revenue_Label_Revenue_No'})","frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday'})",0.31421548545678,0.39131503482179436,0.18861122490782467,0.6002607561929596,1.5339578160249312,1.0,0.06565398127475777,1.5227050498750283,0.507581584555324,0.3648755745760025,0.34327399775677375,0.5411270280127277
"frozenset({'BounceRates_Bin_High', 'Weekend_Label_Weekday', 'ProductRelated_Bin_Medium', 'Revenue_Label_Revenue_No'})",frozenset({'ExitRates_Bin_High'}),0.10421958213846784,0.49651782056534205,0.07914789020893076,0.7594339622641509,1.52952005106171,1.0,0.027401010425308056,2.092906314512696,0.38647879546395797,0.15174363807728555,0.52219552635215,0.4594199514291052
"frozenset({'ExitRates_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Medium'})",frozenset({'BounceRates_Bin_Low'}),0.14428512904547316,0.5002867677181483,0.11036460467021712,0.7649063032367973,1.5289357076654293,1.0,0.03818066383026143,2.125591792387297,0.4042821658240492,0.20659509202453988,0.5295427825881475,0.49275449455976783
"frozenset({'ProductRelated_Bin_Low', 'PageValues_Bin_Low', 'Weekend_Label_Weekday'})",frozenset({'ExitRates_Bin_High'}),0.2615321589512495,0.49651782056534205,0.19852519459238016,0.7590852130325815,1.5288176609014286,1.0,0.06866981702215716,2.089876614766487,0.4684019263411831,0.3548103675501537,0.52150285192232,0.5794600982654656
"frozenset({'ExitRates_Bin_High', 'Weekend_Label_Weekday'})","frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High'})",0.39131503482179436,0.3970503891847603,0.237034002458009,0.6057370184254606,1.5255923049696134,1.0,0.08166221558816752,1.5293082003470972,0.5660019587665178,0.4299301530688066,0.34610956786013675,0.6013621121842532
"frozenset({'ExitRates_Bin_Low', 'ProductRelated_Bin_Medium'})",frozenset({'BounceRates_Bin_Low'}),0.17550184350675951,0.5002867677181483,0.1337156902908644,0.7619047619047619,1.5229360660084539,1.0,0.04591444027429138,2.098795575583777,0.41646377819735664,0.24667472793228531,0.5235362549676371,0.5145914245160887
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High', 'ProductRelated_Duration_Bin_Medium'})","frozenset({'ExitRates_Bin_High', 'Revenue_Label_Revenue_No'})",0.12290045063498566,0.4584186808684965,0.08578451454321999,0.6980000000000001,1.522625558534406,1.0,0.02944465208498609,1.793315626263257,0.3913349544772614,0.1731150793650794,0.44237367624810897,0.4425656836461126
"frozenset({'Weekend_Label_Weekday', 'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Medium', 'Revenue_Label_Revenue_No'})",frozenset({'BounceRates_Bin_Low'}),0.10241704219582139,0.5002867677181483,0.07800081933633757,0.7615999999999999,1.5223268915820505,1.0,0.02676292833693688,2.096112551517834,0.3822608915770781,0.1486570893191755,0.5229263813739956,0.4587561087454962
frozenset({'ExitRates_Bin_High'}),"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High'})",0.49651782056534205,0.3970503891847603,0.3000409668168783,0.6042904290429043,1.5219489654289409,1.0,0.10289837292424026,1.5237175319184122,0.681151704729016,0.5055218111540586,0.3437103800066106,0.6799826061846795
"frozenset({'PageValues_Bin_Low', 'BounceRates_Bin_High'})",frozenset({'ExitRates_Bin_High'}),0.3970503891847603,0.49651782056534205,0.3000409668168783,0.7556747833264548,1.5219489654289406,1.0,0.10289837292424026,2.0607049337334056,0.568783425133823,0.5055218111540586,0.5147291668835444,0.6799826061846795
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'Weekend_Label_Weekday', 'ProductRelated_Duration_Bin_Medium'})",frozenset({'BounceRates_Bin_Low'}),0.10585825481360098,0.5002867677181483,0.08054076198279393,0.7608359133126935,1.520799594166627,1.0,0.027581277845813386,2.089415845010202,0.38299427106778766,0.15323460639127046,0.5213973310348294,0.46091255213620264
"frozenset({'ProductRelated_Bin_Medium', 'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Medium', 'Revenue_Label_Revenue_No'})",frozenset({'BounceRates_Bin_Low'}),0.08267103646046702,0.5002867677181483,0.062843097091356,0.7601585728444005,1.5194456897422057,1.0,0.021483871476639778,2.083515088315655,0.37267465610972084,0.12082545683679902,0.5200418726948529,0.4428863614303889
"frozenset({'ExitRates_Bin_Low', 'PageValues_Bin_Low', 'ProductRelated_Duration_Bin_Medium', 'ProductRelated_Bin_Medium'})",frozenset({'BounceRates_Bin_Low'}),0.08570258090946334,0.5002867677181483,0.0651372388365424,0.760038240917782,1.5192051638390975,1.0,0.022261371648243912,2.0824702827363226,0.37379637160066537,0.12505899008966495,0.5198010707331578,0.4451190221948884
